title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,minmax_norm_ratings,mean_norm_ratings,genres,award
The Book of Lost Things,John Connolly,76141,8024,3.93,339,2006,False,4.88,5.2,"['Fantasy', 'Fiction', 'Young Adult', 'Horror', 'Fantasy Fairy Tales', 'Writing Books About Books', 'Adventure', 'Mystery', 'Adult', 'Childrens']",2
The Bronze Horseman,Paullina Simons,69543,7806,4.3,912,2009,True,6.79,6.15,"['Historical Historical Fiction', 'Romance', 'Historical', 'Romance Historical Romance', 'Fiction', 'War', 'Cultural Russia', 'Adult', 'War World War II', 'Adult Fiction']",0
Hell's Teeth,James Fahy,541,172,4.2,236,2016,True,6.28,5.89,"['Fantasy Urban Fantasy', 'Fantasy', 'Horror', 'Paranormal Vampires', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Mystery', 'Science Fiction', 'Dark', 'Fantasy Supernatural']",0
Enclave,Ann Aguirre,68100,5082,3.9,259,2011,True,4.72,5.12,"['Young Adult', 'Science Fiction Dystopia', 'Horror Zombies', 'Science Fiction', 'Apocalyptic Post Apocalyptic', 'Fantasy', 'Romance', 'Fiction', 'Horror', 'Adventure']",2
The Heart of Aleppo: A Story of the Syrian Civil War,Ammar Habib,6810,1048,4.35,252,2018,False,7.05,6.28,"['Young Adult', 'Historical Historical Fiction', 'Historical', 'Contemporary', 'Fiction', 'Inspirational', 'War', 'New Adult', 'Drama', 'Young Adult Coming Of Age']",0
Crescent Moon,James Fahy,320,113,4.61,386,2016,True,8.4,6.95,"['Fantasy Urban Fantasy', 'Fantasy', 'Paranormal Vampires', 'Horror', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Mystery', 'Dark', 'Science Fiction']",0
Alice in Zombieland,Gena Showalter,41121,5238,4.03,404,2012,True,5.4,5.45,"['Young Adult', 'Horror Zombies', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Horror', 'Retellings', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Supernatural']",1
Creatura,Nely Cab,1543,348,3.82,308,2011,True,4.31,4.91,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Fantasy Mythology', 'Fiction', 'Fantasy Magic', 'Romance Paranormal Romance', 'Business Amazon', 'Fantasy Supernatural']",1
Torn,Amanda Hocking,65684,3227,4.04,324,2012,True,5.45,5.48,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",0
Effortless,S.C. Stephens,113933,4451,4.35,487,2013,True,7.05,6.28,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Music', 'Academic College', 'Young Adult', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica']",0
The Manufactured Identity,Heath Sommer,422,114,3.53,305,2009,True,2.81,4.16,"['Mystery', 'Fiction', 'Psychology', 'Thriller', 'Thriller Mystery Thriller', 'Suspense', 'Thriller Psychological Thriller', 'Contemporary', 'Historical Historical Fiction', 'Mystery Crime']",0
Incarceron,Catherine Fisher,59753,5365,3.64,458,2007,True,3.38,4.45,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Science Fiction Steampunk', 'Fiction', 'Adventure', 'Young Adult Teen', 'Young Adult Young Adult Fantasy', 'Mystery']",4
Champion,Marie Lu,177485,15892,4.33,369,2013,True,6.95,6.23,"['Science Fiction Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Action', 'Audiobook', 'Young Adult Teen']",0
Reflected in You,Sylvia Day,317534,10495,4.32,352,2012,True,6.9,6.2,"['Romance', 'Adult Fiction Erotica', 'Contemporary', 'Romance Contemporary Romance', 'Adult', 'Romance Erotic Romance', 'Erotica BDSM', 'Fiction', 'New Adult', 'Womens Fiction Chick Lit']",0
Magic Bites,Ilona Andrews,112121,7189,4.04,261,2007,True,5.45,5.48,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Vampires', 'Romance', 'Romance Paranormal Romance', 'Fiction', 'Adult', 'Paranormal Shapeshifters']",1
The Goddess Test,Aimee Carter,56752,5238,3.79,293,2011,True,4.16,4.83,"['Young Adult', 'Fantasy', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fiction', 'Romance Paranormal Romance', 'Retellings', 'Fantasy Supernatural']",0
Tiger's Voyage,Colleen Houck,34405,2279,4.25,560,2011,True,6.53,6.02,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Mythology', 'Fantasy Paranormal', 'Fantasy Magic', 'Adventure', 'Fiction', 'Fantasy Dragons', 'Fantasy Urban Fantasy']",0
Daughter of the Forest,Juliet Marillier,59834,4329,4.23,554,2002,True,6.43,5.97,"['Fantasy', 'Romance', 'Fiction', 'Historical Historical Fiction', 'Young Adult', 'Fantasy Fairy Tales', 'Historical', 'Fantasy Magic', 'Retellings', 'Adult']",3
Infinity,Sherrilyn Kenyon,40741,3084,4.03,464,2010,True,5.4,5.45,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Paranormal Vampires', 'Horror Zombies', 'Paranormal Demons', 'Fantasy Supernatural', 'Fiction', 'Romance']",0
Fallen Too Far,Abbi Glines,163446,8666,4.17,300,2012,True,6.12,5.82,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Young Adult', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction Erotica', 'Fiction', 'Love']",1
The Eyes of the Dragon,Stephen King,110439,4768,3.93,427,1993,False,4.88,5.2,"['Fantasy', 'Fiction', 'Horror', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Childrens', 'Fantasy Dragons', 'Thriller', 'Childrens Middle Grade']",0
Fragile Eternity,Melissa Marr,41981,1944,3.84,389,2009,True,4.41,4.96,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Fairies', 'Fantasy Urban Fantasy', 'Fairies Fae', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Magic']",1
Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,57117,6183,3.84,277,2008,True,4.41,4.96,"['Nonfiction', 'Animals', 'Autobiography Memoir', 'Animals Cats', 'Biography', 'Adult', 'Biography Memoir', 'Writing Books About Books', 'Audiobook', 'Contemporary']",0
Duma Key,Stephen King,105565,5707,3.94,611,2008,False,4.93,5.22,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Fantasy Supernatural', 'Mystery', 'Audiobook', 'Fantasy Paranormal', 'Suspense', 'Novels']",2
The Talisman,Stephen King,110543,3558,4.13,656,2001,True,5.91,5.71,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Adventure', 'Mystery', 'Fantasy Supernatural', 'Audiobook', 'Fantasy Paranormal', 'Science Fiction']",3
Snow Crash,Neal Stephenson,243650,9531,4.02,438,2000,False,5.34,5.43,"['Science Fiction', 'Fiction', 'Science Fiction Cyberpunk', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Dystopia', 'Speculative Fiction', 'Novels', 'Audiobook', 'Classics']",8
The Mummy,Anne Rice,43340,1178,3.84,480,2004,True,4.41,4.96,"['Horror', 'Fantasy', 'Fiction', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Historical Historical Fiction', 'Romance', 'Historical', 'Northern Africa Egypt', 'Fantasy Urban Fantasy']",0
The Serpent's Shadow,Rick Riordan,131697,5588,4.27,406,2012,True,6.64,6.08,"['Fantasy', 'Fantasy Mythology', 'Young Adult', 'Childrens Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1
The Wise Man's Fear,Patrick Rothfuss,452542,22636,4.54,994,2011,True,8.03,6.77,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Fantasy Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic']",5
Blood Line,John J.  Davis,1074,132,3.69,300,2014,True,3.64,4.58,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Thriller Mystery Thriller', 'Action', 'Spy Thriller Espionage', 'Thriller Spy Thriller']",2
Steelheart,Brandon Sanderson,159531,13664,4.13,386,2013,True,5.91,5.71,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Science Fiction Dystopia', 'Fantasy Urban Fantasy', 'Comics Superheroes', 'Audiobook', 'Adventure', 'Science Fiction Fantasy']",9
Anansi Boys,Neil Gaiman,202280,10201,4.02,387,2006,True,5.34,5.43,"['Fantasy', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor', 'Adult', 'Magical Realism', 'Contemporary']",5
Significance,Shelly Crane,44272,2869,4.09,450,2011,True,5.71,5.61,"['Fantasy Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'New Adult', 'Contemporary', 'Young Adult Young Adult Paranormal']",0
Dreamland,Sarah Dessen,77288,4322,3.9,250,2004,False,4.72,5.12,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Womens Fiction Chick Lit', 'Sociology Abuse', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Young Adult High School']",3
Dealing with Dragons,Patricia C. Wrede,88875,3650,4.12,212,2002,True,5.86,5.69,"['Fantasy', 'Young Adult', 'Fantasy Dragons', 'Fiction', 'Childrens', 'Childrens Middle Grade', 'Adventure', 'Fantasy Magic', 'Humor', 'Fantasy Fairy Tales']",2
Ascend,Amanda Hocking,60239,3663,4.08,326,2012,True,5.66,5.58,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",0
Song of Solomon,Toni Morrison,90731,4212,4.09,337,2004,False,5.71,5.61,"['Fiction', 'Classics', 'Historical Historical Fiction', 'Cultural African American', 'Literature', 'Novels', 'Magical Realism', 'Academic School', 'Literary Fiction', 'Literature American']",2
After Forever Ends,Melodie Ramone,1490,245,4.04,564,2012,False,5.45,5.48,"['Romance', 'Contemporary', 'Fiction', 'Fantasy', 'Womens Fiction Chick Lit', 'Young Adult Coming Of Age', 'Literary Fiction', 'Romance Contemporary Romance', 'Young Adult', 'Womens Fiction']",0
Killing Floor,Lee Child,263720,11084,4.05,424,2006,True,5.5,5.51,"['Thriller', 'Fiction', 'Mystery', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Action', 'Audiobook', 'Adventure', 'Drama']",5
Foundation,Isaac Asimov,429566,10516,4.17,244,2004,True,6.12,5.82,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Space Opera', 'Novels', 'Space', 'Audiobook', 'Speculative Fiction']",0
Crocodile on the Sandbank,Elizabeth Peters,64053,4563,4.01,262,1988,True,5.29,5.4,"['Mystery', 'Historical Historical Fiction', 'Fiction', 'Historical', 'Northern Africa Egypt', 'Mystery Historical Mystery', 'Romance', 'Adventure', 'Audiobook', 'Mystery Cozy Mystery']",0
Deadly Little Secret,Laurie Faria Stolarz,22159,1663,3.86,252,2008,True,4.52,5.01,"['Young Adult', 'Fantasy Paranormal', 'Mystery', 'Fantasy', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Young Adult Teen', 'Thriller']",0
Wool Omnibus,Hugh Howey,167283,13764,4.2,509,2012,True,6.28,5.89,"['Science Fiction', 'Fiction', 'Science Fiction Dystopia', 'Apocalyptic Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Science Fiction Apocalyptic', 'Audiobook', 'Young Adult', 'Speculative Fiction']",4
The Forgotten Garden,Kate Morton,198445,18849,4.13,648,2008,False,5.91,5.71,"['Fiction', 'Historical Historical Fiction', 'Mystery', 'Historical', 'Cultural Australia', 'Romance', 'Adult Fiction', 'Adult', 'European Literature British Literature', 'Book Club']",2
Stolen: A Letter to My Captor,Lucy Christopher,71350,8448,3.91,304,2009,False,4.78,5.14,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Thriller', 'Mystery', 'Cultural Australia', 'Young Adult Teen', 'Dark']",10
Succubus Blues,Richelle Mead,54279,2998,3.93,343,2007,True,4.88,5.2,"['Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Paranormal Demons', 'Adult', 'Paranormal Angels', 'Fantasy Supernatural']",0
Lies,Michael  Grant,61137,2377,4.09,447,2010,True,5.71,5.61,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Fantasy Paranormal', 'Horror', 'Adventure Survival', 'Adventure', 'Fantasy Supernatural']",0
Noughts & Crosses,Malorie Blackman,54596,4066,4.23,479,2006,True,6.43,5.97,"['Young Adult', 'Romance', 'Fiction', 'Science Fiction Dystopia', 'Science Fiction', 'Fantasy', 'Contemporary', 'Race', 'Young Adult Teen', 'Childrens']",8
The Fairy-Tale Detectives,Michael Buckley,51033,3389,4.02,284,2005,True,5.34,5.43,"['Fantasy', 'Mystery', 'Childrens Middle Grade', 'Fantasy Fairy Tales', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Fantasy Magic', 'Childrens Juvenile']",0
The Past,Kenneth   Thomas,6581,234,4.3,195,2020,True,6.79,6.15,"['Science Fiction Time Travel', 'Science Fiction', 'Science Fiction Dystopia', 'Fiction', 'Historical Historical Fiction', 'Science Fiction Cyberpunk', 'Action', 'European Literature British Literature', 'Young Adult', 'Fantasy']",0
The Girl Who Loved Tom Gordon,Stephen King,139121,5325,3.61,264,2005,False,3.22,4.37,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Fantasy', 'Adventure Survival', 'Audiobook', 'Adventure', 'Adult']",1
Bloody Jack,L.A. Meyer,25039,2389,4.09,304,2010,True,5.71,5.61,"['Historical Historical Fiction', 'Young Adult', 'Adventure', 'Adventure Pirates', 'Fiction', 'Historical', 'Audiobook', 'Young Adult Teen', 'Romance', 'Fantasy']",4
The Warrior Heir,Cinda Williams Chima,49032,3275,3.94,426,2007,True,4.93,5.22,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy', 'Adventure', 'Young Adult Teen', 'Romance', 'Fantasy Paranormal']",1
Wolfsbane,Andrea Cremer,46447,2259,4.11,390,2011,True,5.81,5.66,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Paranormal Shapeshifters']",0
Existence,Abbi Glines,59772,3526,3.93,161,2011,True,4.88,5.2,"['Fantasy Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Paranormal Ghosts', 'Fantasy Urban Fantasy', 'New Adult', 'Paranormal Angels']",0
Queen of Shadows,Sarah J. Maas,281845,23426,4.54,648,2015,True,8.03,6.77,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Magic', 'New Adult', 'Young Adult Young Adult Fantasy', 'Fairies Fae', 'Fiction', 'Fantasy High Fantasy', 'Fantasy Paranormal']",1
One Hundred Years of Solitude,Gabriel García Márquez,787946,32630,4.09,417,2003,False,5.71,5.61,"['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Fantasy', 'Historical Historical Fiction', 'European Literature Spanish Literature', 'Literary Fiction', 'Cultural Latin American']",2
Gathering Blue,Lois Lowry,167901,11570,3.81,240,2000,True,4.26,4.89,"['Young Adult', 'Science Fiction Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Childrens Middle Grade', 'Classics', 'Childrens', 'Audiobook', 'Young Adult Teen']",2
Invisible Monsters,Chuck Palahniuk,131714,5827,3.98,304,2018,False,5.14,5.33,"['Fiction', 'Contemporary', 'Thriller', 'Mystery', 'Novels', 'Dark', 'Adult', 'Humor', 'Drama', 'Adult Fiction']",0
Drums of Autumn,Diana Gabaldon,216921,8397,4.32,904,2001,True,6.9,6.2,"['Historical Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Science Fiction Time Travel', 'Historical', 'Romance Historical Romance', 'Audiobook', 'Adult', 'Adventure']",1
Such Unfortunates,Andrew     Mann,196,34,3.84,196,2019,False,4.41,4.96,"['Spirituality', 'Autobiography Memoir', 'Health Mental Health', 'Nonfiction']",0
Lost in Yaba: Down and Out in Laos,Walt Gleeson,929,22,3.6,210,2020,False,3.17,4.34,"['Crime True Crime', 'Cultural Asia', 'Nonfiction', 'Mystery Crime', 'Travel', 'Autobiography Memoir']",0
Bet Me,Jennifer Crusie,87094,3840,3.94,391,2004,False,4.93,5.22,"['Romance', 'Womens Fiction Chick Lit', 'Romance Contemporary Romance', 'Contemporary', 'Fiction', 'Humor', 'Adult', 'Adult Fiction', 'Audiobook', 'Humor Comedy']",3
Midnight for Charlie Bone,Jenny Nimmo,41260,1948,3.81,401,2003,True,4.26,4.89,"['Fantasy', 'Young Adult', 'Childrens', 'Childrens Middle Grade', 'Fiction', 'Fantasy Magic', 'Adventure', 'Mystery', 'Childrens Juvenile', 'Young Adult Young Adult Fantasy']",0
Maybe Someday,Colleen Hoover,179607,17926,4.26,385,2014,True,6.59,6.05,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Romance Contemporary Romance', 'Fiction', 'Music', 'Womens Fiction Chick Lit', 'Academic College', 'Audiobook']",1
The Human Obsession,Heath Sommer,183,43,4.14,314,2010,True,5.97,5.74,"['Mystery', 'Psychology', 'Fiction', 'Mystery Crime']",0
Lament: The Faerie Queen's Deception,Maggie Stiefvater,31770,2929,3.67,325,2008,True,3.53,4.52,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Fairies', 'Fairies Fae', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Magic', 'Fantasy Supernatural']",0
Ever,Gail Carson Levine,20294,1770,3.46,244,2008,False,2.45,3.98,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Fairy Tales', 'Fiction', 'Fantasy Mythology', 'Childrens Middle Grade', 'Fantasy Magic', 'Childrens', 'Adventure']",0
Requiem,Lauren Oliver,133786,13272,3.74,391,2013,True,3.9,4.7,"['Young Adult', 'Science Fiction Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Audiobook', 'Apocalyptic Post Apocalyptic']",1
Ninth Grade Slays,Heather Brewer,24253,1105,4.14,278,2008,True,5.97,5.74,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Horror', 'Young Adult Teen', 'Romance']",0
Tenth Grade Bleeds,Heather Brewer,20192,742,4.24,292,2009,True,6.48,6.0,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Horror', 'Young Adult Teen', 'Romance']",0
The Steward,Christopher  Shields,561,96,3.93,336,2012,True,4.88,5.2,"['Fantasy', 'Fairies Fae', 'Young Adult', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Fiction', 'Romance', 'Paranormal Fairies', 'Action']",0
Portrait of Our Marriage,Martha Emms,215,35,3.9,251,2012,False,4.72,5.12,"['Marriage', 'Womens Fiction', 'Fiction', 'Modern', 'Romance', 'Womens Fiction Chick Lit', 'Contemporary', 'Romance Erotic Romance', 'Adult Fiction', 'Adult Fiction Erotica']",0
Two for the Dough,Janet Evanovich,151501,4816,4.11,326,1996,True,5.81,5.66,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Romance', 'Mystery Crime', 'Thriller Mystery Thriller', 'Humor Comedy', 'Contemporary', 'Adult']",0
Angels' Blood,Nalini Singh,81266,4977,4.07,339,2009,True,5.6,5.56,"['Fantasy Paranormal', 'Romance', 'Fantasy Urban Fantasy', 'Fantasy', 'Romance Paranormal Romance', 'Paranormal Angels', 'Paranormal Vampires', 'Adult', 'Fantasy Supernatural', 'Fiction']",4
Stray,Rachel Vincent,35994,2089,3.78,618,2007,True,4.1,4.81,"['Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Fantasy', 'Paranormal Shapeshifters', 'Romance', 'Romance Paranormal Romance', 'Adult', 'Fantasy Supernatural', 'Fiction', 'Shapeshifters Werewolves']",0
Ignite Me,Tahereh Mafi,152011,16710,4.39,421,2014,True,7.26,6.39,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Fantasy Paranormal', 'Fiction', 'New Adult', 'Young Adult Young Adult Fantasy', 'Apocalyptic Post Apocalyptic']",1
Twenties Girl,Sophie Kinsella,154646,7172,3.84,435,2009,False,4.41,4.96,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Fantasy Paranormal', 'Audiobook', 'Romance Contemporary Romance', 'Paranormal Ghosts']",2
Eon: Dragoneye Reborn,Alison Goodman,62778,4275,3.93,531,2008,True,4.88,5.2,"['Fantasy', 'Young Adult', 'Fantasy Dragons', 'Fantasy Magic', 'Adventure', 'Fiction', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Fantasy Mythology', 'Childrens']",5
All the Light We Cannot See,Anthony Doerr,1114321,79134,4.32,531,2014,False,6.9,6.2,"['Historical Historical Fiction', 'Fiction', 'Historical', 'War', 'War World War II', 'Audiobook', 'Adult', 'Cultural France', 'Book Club', 'Adult Fiction']",13
The Shack,William Paul Young,560316,33533,3.78,248,2007,False,4.1,4.81,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Religion Faith', 'Inspirational', 'Religion Christianity', 'Adult Fiction', 'Adult']",1
Twenty Boy Summer,Sarah Ockler,39937,2572,3.88,290,2009,False,4.62,5.07,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Fiction', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Death', 'Young Adult Young Adult Romance']",1
Night Star,Alyson Noel,50049,1415,3.81,302,2010,True,4.26,4.89,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Paranormal Vampires']",0
"Will Grayson, Will Grayson",John Green,349084,18590,3.76,310,2010,True,4.0,4.76,"['Young Adult', 'Contemporary', 'LGBT', 'Fiction', 'Romance', 'Realistic Fiction', 'GLBT Queer', 'Young Adult Teen', 'Young Adult Coming Of Age', 'Humor']",11
