title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,minmax_norm_ratings,mean_norm_ratings,genres,award
Witch & Wizard,James Patterson,53733,4742,3.56,314,2009,True,2.97,4.24,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Paranormal Witches', 'Adventure', 'Fantasy Supernatural', 'Young Adult Teen']",0
Brainwalker,Robyn Mundell,21693,245,4.36,0,2016,False,7.1,6.31,"['Fantasy', 'Young Adult', 'Childrens', 'Childrens Middle Grade', 'Adventure', 'Science Fiction Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Drama', 'New Adult']",0
The Rise of Nine,Pittacus Lore,98953,4726,4.18,372,2012,True,6.17,5.84,"['Young Adult', 'Fantasy', 'Science Fiction', 'Science Fiction Aliens', 'Fiction', 'Adventure', 'Fantasy Paranormal', 'Romance', 'Action', 'Young Adult Teen']",1
Point of Retreat,Colleen Hoover,144051,8936,4.27,230,2012,True,6.64,6.08,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Romance Contemporary Romance', 'Fiction', 'Womens Fiction Chick Lit', 'Academic College', 'Love', 'Drama']",0
Rendezvous with Rama,Arthur C. Clarke,139119,4224,4.1,243,2000,True,5.76,5.64,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Science Fiction Aliens', 'Hugo Awards', 'Novels', 'Audiobook', 'Fantasy']",9
Prince of Wolves,Quinn Loftis,36993,2775,4.03,230,2011,True,5.4,5.45,"['Fantasy Paranormal', 'Young Adult', 'Shapeshifters Werewolves', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fantasy Supernatural', 'Animals Wolves', 'Fantasy Urban Fantasy']",0
A Breath of Snow and Ashes,Diana Gabaldon,147261,5666,4.42,993,2006,True,7.41,6.46,"['Historical Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Science Fiction Time Travel', 'Historical', 'Romance Historical Romance', 'Audiobook', 'Adult', 'Adventure']",3
The Wee Free Men,Terry Pratchett,99789,4454,4.25,375,2004,True,6.53,6.02,"['Fantasy', 'Young Adult', 'Fiction', 'Humor', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Humor Comedy', 'Science Fiction Fantasy', 'Fantasy Magic']",8
Gabriel's Rapture,Sylvain Reynard,109968,3809,4.22,386,2012,True,6.38,5.95,"['Romance', 'Romance Contemporary Romance', 'Adult Fiction Erotica', 'Contemporary', 'Adult', 'New Adult', 'Academic College', 'Romance Erotic Romance', 'Fiction', 'Womens Fiction Chick Lit']",1
Kira-Kira,Cynthia Kadohata,23574,2774,3.93,272,2006,False,4.88,5.2,"['Young Adult', 'Historical Historical Fiction', 'Fiction', 'Childrens Middle Grade', 'Realistic Fiction', 'Childrens', 'Historical', 'Family', 'Cultural', 'Childrens Juvenile']",3
Old Man's War,John Scalzi,171891,9870,4.2,332,2007,True,6.28,5.89,"['Science Fiction', 'Fiction', 'Space Space Opera', 'War Military Fiction', 'Science Fiction Fantasy', 'War', 'Space', 'Audiobook', 'Fantasy', 'Adventure']",3
At Grave's End,Jeaniene Frost,84163,2795,4.29,342,2009,True,6.74,6.13,"['Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Fantasy Supernatural', 'Fiction', 'Fantasy Magic']",0
Neuromancer,William Gibson,272622,10132,3.9,271,1984,True,4.72,5.12,"['Science Fiction', 'Fiction', 'Science Fiction Cyberpunk', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Fantasy', 'Novels', 'Speculative Fiction', 'Audiobook']",13
Elantris,Brandon Sanderson,191104,11738,4.17,638,2006,True,6.12,5.82,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Adult', 'Audiobook', 'Fantasy Magic', 'Science Fiction Fantasy', 'Romance', 'Young Adult']",0
City of Thieves,David Benioff,125786,11745,4.26,258,2008,False,6.59,6.05,"['Historical Historical Fiction', 'Fiction', 'War', 'Cultural Russia', 'Historical', 'War World War II', 'Audiobook', 'Adventure', 'Adult', 'Book Club']",2
Hallowed,Cynthia Hand,75598,4268,4.08,403,2012,True,5.66,5.58,"['Young Adult', 'Paranormal Angels', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Young Adult Fantasy']",1
Love Unscripted,Tina Reber,67319,3476,4.02,668,2010,True,5.34,5.43,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Adult', 'Womens Fiction Chick Lit', 'Love', 'Adult Fiction Erotica', 'Fiction', 'Young Adult']",0
Embrace,Cherie Colyer,335,116,3.9,190,2011,True,4.72,5.12,"['Young Adult', 'Fantasy', 'Romance Paranormal Romance', 'Paranormal Witches', 'Fantasy Magic', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Mystery', 'Young Adult Young Adult Paranormal', 'Fiction']",0
The Light Between Oceans,M.L. Stedman,412803,35315,4.03,362,2012,False,5.4,5.45,"['Fiction', 'Historical Historical Fiction', 'Cultural Australia', 'Historical', 'Book Club', 'Romance', 'Adult Fiction', 'Adult', 'Audiobook', 'Drama']",5
Fables of the Reconstruction,Jez Jones,140,39,4.19,54,2015,False,6.22,5.87,"['Horror Zombies', 'Short Stories', 'Fantasy Paranormal', 'Horror', 'Science Fiction Steampunk', 'Adult Fiction Erotica', 'Fantasy']",0
Plague,Michael  Grant,50085,2110,4.18,494,2011,True,6.17,5.84,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Romance', 'Adventure']",0
Burned,Ellen Hopkins,58384,3828,4.25,431,2006,True,6.53,6.02,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Sociology Abuse', 'Young Adult Teen', 'Religion', 'Young Adult High School']",0
Kafka on the Shore,Haruki Murakami,330576,23431,4.13,467,2006,False,5.91,5.71,"['Fiction', 'Magical Realism', 'Fantasy', 'Cultural Japan', 'Asian Literature Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Cultural Asia']",9
Night Pleasures,Sherrilyn Kenyon,74029,2859,4.2,309,2009,True,6.28,5.89,"['Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Adult', 'Fantasy Mythology', 'Fiction', 'Fantasy Supernatural']",3
Survivor,Chuck Palahniuk,111185,3688,3.91,304,2018,False,4.78,5.14,"['Fiction', 'Contemporary', 'Thriller', 'Novels', 'Humor', 'Dark', 'Literature', 'Literature American', 'Adult', 'Audiobook']",1
The Crown Conspiracy,Michael J. Sullivan,19759,1055,4.19,296,2008,True,6.22,5.87,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Adventure', 'Fantasy Magic', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Young Adult']",0
Dorothy Must Die,Danielle  Paige,71729,10105,3.81,452,2014,True,4.26,4.89,"['Fantasy', 'Young Adult', 'Retellings', 'Fiction', 'Fantasy Magic', 'Fantasy Fairy Tales', 'Adventure', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Young Adult Teen']",1
Forsaken,Jana Oliver,18123,1504,3.99,422,2011,True,5.19,5.35,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Romance Paranormal Romance']",0
The Foundation Trilogy,Isaac Asimov,91751,1607,4.41,679,1974,True,7.36,6.44,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Space Opera', 'Literature', 'Novels', 'Speculative Fiction', 'Space']",1
The Beach House,James Patterson,80795,2038,3.85,356,2003,False,4.47,4.99,"['Mystery', 'Fiction', 'Thriller', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Mystery Murder Mystery', 'Adult', 'Adult Fiction', 'Audiobook']",0
Cutting for Stone,Abraham   Verghese,345392,25914,4.29,541,2009,False,6.74,6.13,"['Fiction', 'Historical Historical Fiction', 'Cultural Africa', 'Book Club', 'Health Medicine', 'Eastern Africa Ethiopia', 'Medical', 'Novels', 'Literary Fiction', 'Contemporary']",8
Evertaster,Adam Glendon Sidwell,504,132,3.89,304,2012,True,4.67,5.09,"['Fantasy', 'Young Adult', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Childrens Juvenile', 'Fiction', 'Childrens Chapter Books', 'Food and Drink Food']",0
Slave to Sensation,Nalini Singh,65725,4141,4.08,334,2006,True,5.66,5.58,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Paranormal Shapeshifters', 'Adult', 'Science Fiction', 'Fiction', 'Fantasy Supernatural']",0
Days of Blood & Starlight,Laini Taylor,148587,13824,4.14,517,2012,True,5.97,5.74,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Angels', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Audiobook']",1
Jewels of the Sun,Nora Roberts,60571,1352,4.22,347,1999,True,6.38,5.95,"['Romance', 'Romance Contemporary Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Fantasy Paranormal', 'Cultural Ireland', 'Romance Paranormal Romance', 'Womens Fiction Chick Lit', 'Adult']",0
The Forever War,Joe Haldeman,145516,6098,4.14,278,2003,True,5.97,5.74,"['Science Fiction', 'Fiction', 'War', 'War Military Fiction', 'Science Fiction Fantasy', 'Space Space Opera', 'Classics', 'Science Fiction Time Travel', 'Space', 'Speculative Fiction']",4
River God,Wilbur Smith,35205,1541,4.19,664,1995,True,6.22,5.87,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Northern Africa Egypt', 'Fantasy', 'Adventure', 'Cultural Africa', 'Thriller', 'Romance', 'Mystery']",0
In the Woods,Tana French,328190,22818,3.77,429,2007,True,4.05,4.78,"['Mystery', 'Fiction', 'Thriller', 'Mystery Crime', 'Thriller Mystery Thriller', 'Cultural Ireland', 'Suspense', 'Adult', 'Audiobook', 'Contemporary']",4
Possession of My Heart,Kia Carrington-Russell,2798,25,3.47,258,2014,True,2.5,4.01,[],0
The Moon Is a Harsh Mistress,Robert A. Heinlein,119882,3982,4.15,288,2005,False,6.02,5.76,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Politics', 'Novels', 'Space', 'Speculative Fiction']",3
Deity,Jennifer L. Armentrout,56005,3605,4.35,330,2012,True,7.05,6.28,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Mythology', 'Romance', 'Romance Paranormal Romance', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fantasy Magic']",0
The Exiled Queen,Cinda Williams Chima,46284,2691,4.33,586,2010,True,6.95,6.23,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Adventure', 'Fantasy Epic Fantasy', 'Young Adult Teen']",1
Savvy,Ingrid Law,45561,3992,3.98,342,2008,True,5.14,5.33,"['Fantasy', 'Childrens Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Fantasy Magic', 'Childrens Juvenile', 'Family', 'Young Adult Coming Of Age']",9
First Grave on the Right,Darynda Jones,78792,7895,4.02,310,2011,True,5.34,5.43,"['Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Fantasy', 'Romance', 'Mystery', 'Romance Paranormal Romance', 'Paranormal Ghosts', 'Adult', 'Fiction', 'Fantasy Supernatural']",3
Nine Princes in Amber,Roger Zelazny,55197,1993,4.05,175,1986,True,5.5,5.51,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Adventure', 'Young Adult', 'Childrens', 'Classics', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy']",1
Kindred,Octavia E. Butler,116119,13194,4.27,287,2004,False,6.64,6.08,"['Historical Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Science Fiction Time Travel', 'Historical', 'Classics', 'Cultural African American', 'Science Fiction Fantasy', 'Race']",1
Virals,Kathy Reichs,36445,2940,3.94,454,2010,True,4.93,5.22,"['Young Adult', 'Mystery', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Fantasy Paranormal', 'Mystery Crime', 'Thriller', 'Young Adult Teen']",1
Ringworld,Larry Niven,107792,3615,3.96,288,2005,True,5.03,5.27,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Space Space Opera', 'Audiobook', 'Space', 'Hugo Awards', 'Adventure']",4
A Disturbed Girl's Guide to Curing Boredom,James   Howell,153,20,3.69,238,2011,True,3.64,4.58,"['Fiction', 'Thriller', 'Dark']",0
Witch in the Woods,Taylor Ann Bunker,129,26,3.74,204,2013,True,3.9,4.7,"['Fantasy', 'Fantasy Paranormal', 'Paranormal Witches', 'Young Adult', 'Fiction', 'Fantasy Supernatural', 'The United States Of America', 'Historical Historical Fiction', 'Fantasy Magic', 'Horror']",0
A Beautiful Mess,T.K. Leigh,11759,1081,4.0,323,2013,True,5.24,5.38,"['Romance', 'New Adult', 'Romance Contemporary Romance', 'Suspense', 'Contemporary', 'Adult Fiction Erotica', 'Mystery', 'Adult', 'Romance Romantic Suspense', 'Business Amazon']",0
Heartsick,Chelsea Cain,40885,2971,3.94,326,2007,True,4.93,5.22,"['Mystery', 'Thriller', 'Fiction', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Horror', 'Drama', 'Adult', 'Adult Fiction']",0
To the Nines,Janet Evanovich,112218,2114,4.15,352,2004,True,6.02,5.76,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Romance', 'Mystery Crime', 'Humor Comedy', 'Thriller Mystery Thriller', 'Contemporary', 'Adult']",0
The Adoration of Jenna Fox,Mary E. Pearson,50543,4828,3.69,266,2008,True,3.64,4.58,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fiction', 'Young Adult Teen', 'Fantasy', 'Mystery', 'Romance', 'Audiobook', 'Futuristic']",10
Megan Meade's Guide to the McGowan Boys,Kate Brian,32293,1408,3.92,268,2006,False,4.83,5.17,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Teen', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Fiction', 'Young Adult Young Adult Contemporary']",0
Ethereal,Addison Moore,13700,955,3.75,225,2011,True,3.95,4.73,"['Fantasy Paranormal', 'Young Adult', 'Paranormal Angels', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Science Fiction Time Travel']",0
Mister Monday,Garth Nix,35686,1551,3.79,384,2006,True,4.16,4.83,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy', 'Science Fiction']",1
Rooftops of Tehran,Mahbod Seraji,9932,934,3.89,348,2009,False,4.67,5.09,"['Historical Historical Fiction', 'Fiction', 'Cultural Iran', 'Romance', 'Historical', 'Cultural', 'Novels', 'Cultural Asia', 'Young Adult Coming Of Age', 'Literary Fiction']",0
Rainbow Six,Tom Clancy,50551,1180,4.09,912,1999,True,5.71,5.61,"['Fiction', 'Thriller', 'War Military Fiction', 'Action', 'Spy Thriller Espionage', 'Adventure', 'Mystery', 'Suspense', 'Mystery Crime', 'War']",0
The Kitchen House,Kathleen Grissom,243606,18842,4.18,369,2010,False,6.17,5.84,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'American Southern', 'Novels', 'Cultural African American']",1
Lover Reborn,J.R. Ward,76829,4773,4.33,572,2012,True,6.95,6.23,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2
Fall of Giants,Ken Follett,283898,14489,4.28,985,2010,True,6.69,6.1,"['Historical Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult', 'War World War I', 'Epic', 'Cultural Russia']",1
The Dead-Tossed Waves,Carrie Ryan,30050,2706,3.9,416,2010,True,4.72,5.12,"['Young Adult', 'Horror Zombies', 'Science Fiction Dystopia', 'Horror', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Science Fiction']",0
The Sight,David Clement-Davies,12604,741,4.14,486,2003,True,5.97,5.74,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Animals Wolves', 'Adventure', 'Childrens', 'Animals Animal Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0
Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,6564,37,4.3,229,2018,False,6.79,6.15,"['Fiction', 'Contemporary', 'Young Adult', 'Novels', 'New Adult', 'Adult', 'Drama', 'Romance', 'Mystery', 'Romance Love Story']",0
90 Miles to Freedom,K.C. Hilton,346,71,3.44,202,2011,False,2.34,3.93,"['Fiction', 'Mystery', 'Drama', 'Suspense', 'Contemporary', 'Business Amazon', 'Young Adult', 'Novels', 'Literature American']",0
So B. It,Sarah Weeks,32614,2916,4.11,288,2005,True,5.81,5.66,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Childrens Middle Grade', 'Contemporary', 'Childrens', 'Family', 'Mystery', 'Mental Health Mental Illness', 'Childrens Juvenile']",8
Destiny of the Vampire,Tina Traverse,62,8,3.81,312,2012,False,4.26,4.89,"['Paranormal Vampires', 'Suspense', 'Fantasy Paranormal', 'Action']",0
The Magic of Finkleton,K.C. Hilton,488,100,3.66,184,2011,True,3.48,4.5,"['Fantasy', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult', 'Fiction', 'Childrens', 'Historical Historical Fiction', 'Mystery', 'Literature 21st Century', 'Kids']",4
Childhood's End,Arthur C. Clarke,136969,5624,4.1,224,1987,False,5.76,5.64,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Science Fiction Aliens', 'Fantasy', 'Novels', 'Audiobook', 'Speculative Fiction']",1
Willow,Julia Hoban,31674,1993,3.92,329,2009,False,4.83,5.17,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Health Mental Health', 'Mental Health Mental Illness', 'Death', 'Young Adult Teen', 'Drama']",1
The Prisoner of Cell 25,Richard Paul Evans,36989,4945,4.22,326,2011,True,6.38,5.95,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Childrens Middle Grade', 'Action', 'Fantasy Paranormal', 'Thriller']",3
Bone Crossed,Patricia Briggs,99450,3117,4.33,300,2009,True,6.95,6.23,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fiction', 'Fantasy Supernatural']",3
If You Could See Me Now,Cecelia Ahern,39036,2307,3.86,306,2007,False,4.52,5.01,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Adult', 'Romance Contemporary Romance', 'Cultural Ireland', 'Adult Fiction']",0
Tsunami Connection,Michael James Gallagher,115,28,4.14,261,2014,False,5.97,5.74,"['Spy Thriller Espionage', 'Thriller Spy Thriller', 'Thriller', 'Thriller Mystery Thriller']",0
Wolves of the Calla,Stephen King,164949,4426,4.16,931,2006,True,6.07,5.79,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Childrens']",1
The Scare,Robert   Shaw,66,10,3.83,360,2011,False,4.36,4.94,"['Horror', 'Fantasy Paranormal', 'Science Fiction Fantasy', 'Young Adult']",0
Batman: The Dark Knight Returns,Frank Miller,165530,3580,4.26,197,2012,True,6.59,6.05,"['Sequential Art Comics', 'Sequential Art Graphic Novels', 'Dc Comics Batman', 'Fiction', 'Graphic Novels Comics', 'Comics Comic Book', 'Superheroes Dc Comics', 'Comics Superheroes', 'Fantasy', 'Mystery Crime']",0
Personal Demons,Lisa Desrochers,10093,913,3.66,365,2010,True,3.48,4.5,"['Young Adult', 'Paranormal Angels', 'Paranormal Demons', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Young Adult Paranormal']",0
Tangled,Emma Chase,109333,9558,4.07,254,2013,True,5.6,5.56,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica', 'Fiction', 'Romance Erotic Romance']",2
Kissing Coffins,Ellen Schreiber,25149,796,3.88,224,2007,True,4.62,5.07,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fiction']",0
Secrets of the Realm,Bev Stout,543,83,3.91,338,2013,False,4.78,5.14,"['Historical Historical Fiction', 'Young Adult', 'Childrens Middle Grade', 'Young Adult Coming Of Age', 'Historical', 'Action', 'Adventure Pirates', 'Fiction', 'Fantasy', 'Adventure']",0
Mine Till Midnight,Lisa Kleypas,60997,2737,4.08,376,2007,True,5.66,5.58,"['Romance Historical Romance', 'Romance', 'Historical', 'Historical Historical Fiction', 'Adult', 'Historical Regency', 'Fiction', 'Historical Romance Regency Romance', 'Womens Fiction Chick Lit', 'Historical Victorian']",1
Birthmarked,Caragh M. O'Brien,48046,3619,3.87,361,2010,True,4.57,5.04,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Apocalyptic Post Apocalyptic', 'Young Adult Teen', 'Adventure', 'Adventure Survival']",5
Managing Bubbie,Russel Lazega,1052,184,3.85,237,2015,False,4.47,4.99,"['Nonfiction', 'Biography', 'Autobiography Memoir', 'World War II Holocaust', 'History', 'Family', 'Historical', 'Cultural Spain', 'North American Hi... American History', 'War World War II']",15
Origins,Angelo Tsanatelis,58,16,3.88,0,2012,True,4.62,5.07,"['Fantasy', 'Fantasy Dark Fantasy', 'Fiction']",0
Home Repair,Liz Rosenberg,690,169,3.18,352,2009,False,1.0,3.26,"['Fiction', 'Womens Fiction Chick Lit', 'Womens Fiction', 'Contemporary', 'Realistic Fiction']",0
Incarnate,Jodi Meadows,21620,2599,3.73,374,2012,True,3.84,4.68,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Science Fiction', 'Fantasy Dragons', 'Fiction', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",0
Relentless,Karen  Lynch,22006,1713,4.3,288,2013,True,6.79,6.15,"['Fantasy Paranormal', 'Fantasy', 'Paranormal Vampires', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fairies Fae']",0
Song Bird: Matters of the Heart,Christine M. Knight,39,32,4.56,304,2015,False,8.14,6.83,[],0
Cat's Cradle,Kurt Vonnegut Jr.,348463,11345,4.16,179,1999,False,6.07,5.79,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Science Fiction Dystopia', 'Literature American', 'Fantasy', 'Literature 20th Century']",1
Tower of Dawn,Sarah J. Maas,155972,15067,4.33,660,2017,True,6.95,6.23,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fairies Fae', 'Fantasy Paranormal']",1
Baby,J.K. Accinni,866,226,3.8,173,2012,True,4.21,4.86,"['Science Fiction', 'Horror', 'Science Fiction Aliens', 'Fantasy', 'Thriller', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Fiction', 'Dark', 'Wildlife']",1
The Cadaver Factory,Kenneth Jarrett Singleton,239,4,4.35,52,2004,False,7.05,6.28,"['Fiction', 'Horror', 'Contemporary', 'Mystery', 'Science Fiction', 'Mystery Crime', 'Thriller', 'Suspense']",0
The Eight,Katherine Neville,38370,2760,3.92,598,1990,True,4.83,5.17,"['Fiction', 'Mystery', 'Historical Historical Fiction', 'Thriller', 'Fantasy', 'Adventure', 'Historical', 'Suspense', 'Thriller Mystery Thriller', 'Romance']",0
A Fistful of Charms,Kim Harrison,55263,1387,4.26,510,2006,True,6.59,6.05,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fiction', 'Paranormal Demons', 'Romance', 'Fantasy Supernatural']",0
Dreamless,Josephine Angelini,39848,2389,4.18,487,2012,True,6.17,5.84,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0
"Mara, Daughter of the Nile",Eloise Jarvis McGraw,10250,903,4.24,279,1985,False,6.48,6.0,"['Historical Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Northern Africa Egypt', 'Adventure', 'Academic School', 'Classics', 'Childrens']",0
Mr. Psychic,Dermot Davis,89,13,4.04,237,2013,False,5.45,5.48,"['Romance', 'Fiction', 'Contemporary']",0
Speaker for the Dead,Orson Scott Card,232215,7959,4.07,382,1994,True,5.6,5.56,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space', 'Science Fiction Aliens', 'Novels', 'Space Space Opera']",9
Half Bad,Sally Green,46046,6508,3.77,394,2014,True,4.05,4.78,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Witches', 'Fiction', 'Fantasy Urban Fantasy', 'LGBT', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",3
Vampire Origins - Project Ichorous,Riley Banks,147,61,3.9,377,2013,True,4.72,5.12,"['Fantasy', 'Paranormal Vampires', 'Young Adult', 'Horror', 'Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Romance Paranormal Romance', 'Fantasy Paranormal']",0
One Grave at a Time,Jeaniene Frost,46067,2171,4.22,358,2011,True,6.38,5.95,"['Paranormal Vampires', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Paranormal Ghosts', 'Fantasy Supernatural', 'Fiction']",1
Zen and Sex,Dermot Davis,289,67,3.25,164,2013,False,1.36,3.44,"['Romance', 'Humor', 'Romance Contemporary Romance', 'Contemporary', 'Adult Fiction', 'Womens Fiction Chick Lit', 'Relationships', 'Adult', 'Romantic']",2
